text,label
"This is to inform you that your probation period is now complete. Effective from next month your designation will be changed to Senior Executive.",0
"EARN RS 5000 DAILY FROM HOME!!! No experience required. No target. Just click ads and share links. WhatsApp: 9123456780. Message NOW!!!",1
"Your internship application for the Digital Marketing role at Zomato has been accepted. The internship is for 3 months starting next week.",0
"Free online job! Earn Rs.1000-5000 per day from mobile. No investment. No skills needed. Type and earn. WhatsApp us today for joining details.",1
"We are conducting walk-in interviews for fresher engineers on Saturday from 9 AM to 1 PM at our Hyderabad office. Please carry your resume.",0
"Congratulations dear candidate! You have been selected for a work from home typing job. Earn Rs.20000 weekly. Send bank details to start work.",1
"Please find the salary slip for the month of October attached. Kindly acknowledge receipt and contact HR for any discrepancies.",0
"HURRY! Last 2 seats left for our online data entry program. Earn Rs.30000 monthly. Pay Rs.1200 now to register. Offer expires at midnight!",1
"We noticed your profile on Internshala and would like to offer you a 2-month internship in Web Development. Stipend of Rs.10000 per month.",0
"Earn by typing on your phone! Rs.600 per page. WhatsApp only. 100% genuine. No experience. Housewives and students earn lakhs. Join now!",1
"As discussed in the telephonic interview, we are pleased to move you to the final round. The panel interview is scheduled for next Tuesday.",0
"JOB ALERT! Get placed without interview! MNC company hiring. Salary 6-12 LPA. Pay Rs.999 placement fee. First come first served!",1
"Welcome to the team! Your employee ID has been created. Please find login credentials for the HR portal in the attached email.",0
"MAKE MONEY ONLINE! Just like our Facebook page and earn Rs.200 per like. Daily payment via PhonePe. No experience. WhatsApp: 9900112233",1
"Your application for the Research Analyst position at Deloitte has progressed to the assessment round. Please complete the online test by Friday.",0
"Easy home job! Earn Rs.25000 monthly just by sharing messages on WhatsApp. No experience needed. Join now by paying Rs.750 registration fee.",1
"This email is to confirm that your background verification is complete and your offer letter will be released within 2 business days.",0
"ONLINE JOB! No investment! Earn Rs.3000-5000 per day from home. Simple task. Trusted company. 100% payment guaranteed. WhatsApp now to join!",1
"We are glad to share that your visa documentation is approved and your international onboarding for the London office will begin next month.",0
"Earn without going to office! Work from home. No boss no rules. Rs.2000 per day guaranteed. Contact on WhatsApp only. Students welcome!",1
"Dear shortlisted candidate, the group discussion for the MBA campus placement is scheduled at 10 AM on Monday in the seminar hall.",0
"FAST EARNING OPPORTUNITY! Online data entry. Earn Rs.800 per hour. No experience required. Pay small registration amount to start working.",1
"Please note that the office will be closed on Friday for a public holiday. You may work from home if you have pending deliverables.",0
"Biggest income opportunity! Earn 50000 weekly from home. No experience, no qualification, no interview. Just send Rs.500 joining fee. DM now!",1
"Your one-on-one with the engineering manager is confirmed for Thursday at 4 PM. This is part of the final evaluation before the offer.",0
"Part time home job! Just share our app with 5 friends daily. Earn Rs.1500 per day. No investment. 100% genuine. WhatsApp: 9871234560",1
"Congratulations on successfully completing your probation period. Your performance rating is Exceeds Expectations. Increment details to follow.",0
"URGENT VACANCY! Earn 30000 monthly. Work from home. No degree needed. Direct selection. Pay Rs.300 security deposit. Contact WhatsApp only!",1
"Your query regarding the relocation assistance policy has been escalated to HR. You will receive a response within 48 hours.",0
"Be your own boss! Start your own business from home with our network. Earn lakhs per month. No experience needed. WhatsApp for free training!",1
"We are happy to inform you that your offer for Senior Software Engineer has been accepted and your start date is confirmed as November 18.",0
"Work at home earn money. Send message to 50 people daily. Earn Rs.100 per message. Weekly payment on WhatsApp. No investment. Join free!",1
"Please find attached the non-disclosure agreement for your upcoming consulting engagement. Review and sign before the kickoff meeting.",0
"MAKE RS 1 LAKH PER MONTH FROM HOME!!! No experience no qualification no interview needed. Limited offer. Message on WhatsApp right now!!!",1
"Your annual performance review is scheduled for next week. Your manager will share feedback and discuss your goals for the coming year.",0
"Online income opportunity! Earn Rs.2000 daily just by watching YouTube videos. No skill no experience. Pay Rs.499 to unlock tasks. WhatsApp!",1
"We would like to schedule a 30-minute call to discuss the Product Design internship at our startup. Are you available this Thursday?",0
"High earning job from home. No experience no degree. Just type and submit forms. Earn Rs.600 per form. Pay Rs.1000 to get forms. DM us!",1
"As per the discussion, your project extension has been approved for 3 more months. The revised contract will be shared by end of week.",0
"GOLDEN OPPORTUNITY!! Earn Rs.3000 daily from WhatsApp. Share products with your contacts. No investment. Housewives and students welcome!!",1
"We are pleased to announce your promotion to Team Lead effective from next quarter. A revised offer letter will be issued accordingly.",0
"Free job offer! Get placed in top company with salary 5-10 LPA without interview. Pay Rs.1500 placement charge and get your dream job!",1
"Your laptop and access credentials will be couriered to your home address before the joining date. Please confirm your shipping address.",0
